#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-38C0CE71DCC7EEA3-36894F96905DCF6A
#datatype	hits Concise data(Superfamily only)
#status	0
#Start time	2012-05-24T16:59:24	Run time	0:12:57:43
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#22913 - >WHL22.211896.0	superfamily	207591	306	410	3.83437e-06	45.4565	cl02429	TPR superfamily	 - 	 - 
Q#22913 - >WHL22.211896.0	superfamily	207591	109	207	3.94675e-06	45.4565	cl02429	TPR superfamily	 - 	 - 
Q#22913 - >WHL22.211896.0	superfamily	207591	227	334	9.70081e-06	44.3009	cl02429	TPR superfamily	 - 	 - 
Q#22915 - >WHL22.182769.0	superfamily	207591	62	115	0.000410683	38.9081	cl02429	TPR superfamily	N	 - 
Q#22915 - >WHL22.182769.0	superfamily	207591	151	247	0.00228689	36.5969	cl02429	TPR superfamily	 - 	 - 
Q#22916 - >WHL22.404995.0	superfamily	210079	75	120	3.52411e-08	46.2338	cl15348	RING superfamily	 - 	 - 
Q#22917 - >WHL22.137352.0	superfamily	207532	266	361	4.33077e-18	78.7975	cl02111	PCI superfamily	 - 	 - 
Q#22918 - >WHL22.608536.0	superfamily	206842	135	195	3.26113e-11	59.9656	cl00110	MBD superfamily	 - 	 - 
Q#22918 - >WHL22.608536.0	superfamily	209897	432	544	6.21207e-07	48.1252	cl14786	ENDO3c superfamily	 - 	 - 
Q#22919 - >WHL22.403566.1	superfamily	207652	1553	1734	7.10667e-51	180.116	cl02571	RhoGEF superfamily	 - 	 - 
Q#22919 - >WHL22.403566.1	superfamily	206947	1768	1877	4.91125e-28	111.878	cl00273	PH-like superfamily	 - 	 - 
Q#22919 - >WHL22.403566.1	superfamily	210081	1454	1505	2.99277e-11	61.6876	cl15350	SH3 superfamily	 - 	 - 
Q#22920 - >WHL22.656332.1	superfamily	207648	196	490	4.56227e-80	254.149	cl02567	WD40 superfamily	 - 	 - 
Q#22921 - >WHL22.200710.0	superfamily	207050	203	386	8.51541e-83	253.383	cl00447	Nudix_Hydrolase superfamily	 - 	 - 
Q#22922 - >WHL22.11270.0	superfamily	209133	1	275	1.02222e-67	219.408	cl10080	RPE65 superfamily	N	 - 
Q#22923 - >WHL22.163274.0	superfamily	209905	174	632	7.33325e-180	534.451	cl14813	GluZincin superfamily	 - 	 - 
Q#22923 - >WHL22.163274.0	superfamily	150433	978	1034	0.00181669	39.2229	cl10743	KOG2701 superfamily	N	 - 
Q#22924 - >WHL22.682946.1	superfamily	210146	19	111	7.26065e-10	59.1749	cl15693	Sema superfamily	N	 - 
Q#22924 - >WHL22.682946.1	superfamily	207664	218	247	0.00215812	35.9856	cl02601	PSI superfamily	C	 - 
Q#22926 - >WHL22.204515.1	superfamily	209143	149	373	3.50714e-129	375.701	cl10459	Peptidases_S8_S53 superfamily	 - 	 - 
Q#22928 - >WHL22.456857.0	superfamily	212291	3	197	3.54697e-51	168.576	cl09099	P-loop_NTPase superfamily	N	 - 
Q#22929 - >WHL22.97866.1	superfamily	206797	156	433	2.01321e-92	282.128	cl00042	CASc superfamily	 - 	 - 
Q#22929 - >WHL22.97866.1	superfamily	209876	1	87	2.35258e-14	68.6068	cl14633	DD_superfamily superfamily	 - 	 - 
Q#22930 - >WHL22.596260.2	superfamily	206838	574	674	0.00387987	37.7522	cl00102	LamG superfamily	C	 - 
Q#22931 - >WHL22.490249.0	superfamily	212291	731	950	1.59484e-102	321.652	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#22931 - >WHL22.490249.0	superfamily	212291	102	309	3.13207e-90	287.749	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#22931 - >WHL22.490249.0	superfamily	207103	412	685	7.51822e-27	111.616	cl00549	ABC_membrane superfamily	 - 	 - 
Q#22932 - >WHL22.560016.7	superfamily	209427	13	129	4.56038e-33	116.197	cl12042	FA58C superfamily	N	 - 
Q#22932 - >WHL22.560016.7	superfamily	209104	135	170	1.41498e-09	50.2695	cl09941	EGF_CA superfamily	 - 	 - 
Q#22933 - >WHL22.1863.2	superfamily	206947	111	232	2.15901e-55	185.867	cl00273	PH-like superfamily	 - 	 - 
Q#22933 - >WHL22.1863.2	superfamily	198473	44	91	5.4888e-11	58.97	cl00040	C1 superfamily	 - 	 - 
Q#22933 - >WHL22.1863.2	superfamily	207593	261	518	1.80628e-63	213.641	cl02434	CNH superfamily	 - 	 - 
Q#22933 - >WHL22.1863.2	superfamily	198520	586	612	0.00252515	36.7524	cl00113	CRIB superfamily	C	 - 
Q#22934 - >WHL22.63263.0	superfamily	209905	88	387	1.92586e-124	369.585	cl14813	GluZincin superfamily	C	 - 
Q#22936 - >WHL22.275378.1	superfamily	206840	167	200	3.08744e-08	47.514	cl00104	LDLa superfamily	 - 	 - 
Q#22936 - >WHL22.275378.1	superfamily	198480	75	158	1.83212e-07	46.5942	cl00049	CUB superfamily	N	 - 
Q#22937 - >WHL22.718792.0	superfamily	208274	2	289	3.31589e-118	346.107	cl04955	LanC_like superfamily	 - 	 - 
Q#22938 - >WHL22.442758.0	superfamily	147706	136	181	0.000168574	38.0398	cl05324	Dimer_Tnp_hAT superfamily	N	 - 
Q#22939 - >WHL22.202210.0	superfamily	206798	846	903	3.50188e-07	48.9984	cl00043	CCP superfamily	 - 	 - 
Q#22939 - >WHL22.202210.0	superfamily	206798	77	135	9.12121e-06	44.7612	cl00043	CCP superfamily	 - 	 - 
Q#22939 - >WHL22.202210.0	superfamily	111397	695	778	9.30126e-10	56.9658	cl03620	HYR superfamily	 - 	 - 
Q#22939 - >WHL22.202210.0	superfamily	111397	400	489	2.69043e-07	49.6471	cl03620	HYR superfamily	 - 	 - 
Q#22939 - >WHL22.202210.0	superfamily	111397	25	72	3.88491e-07	49.2619	cl03620	HYR superfamily	N	 - 
Q#22939 - >WHL22.202210.0	superfamily	111397	970	1050	6.292e-07	48.4915	cl03620	HYR superfamily	 - 	 - 
Q#22939 - >WHL22.202210.0	superfamily	206798	633	694	0.000147821	40.9092	cl00043	CCP superfamily	 - 	 - 
Q#22939 - >WHL22.202210.0	superfamily	206798	783	841	0.000199803	40.524	cl00043	CCP superfamily	 - 	 - 
Q#22939 - >WHL22.202210.0	superfamily	206798	282	328	0.000204578	40.524	cl00043	CCP superfamily	N	 - 
Q#22939 - >WHL22.202210.0	superfamily	206798	230	261	0.000284082	40.2017	cl00043	CCP superfamily	N	 - 
Q#22939 - >WHL22.202210.0	superfamily	206798	361	399	0.00710623	35.9016	cl00043	CCP superfamily	N	 - 
Q#22941 - >WHL22.23566.0	superfamily	206846	27	113	7.26277e-14	64.1034	cl00117	PDZ superfamily	 - 	 - 
Q#22942 - >WHL22.91473.0	superfamily	212291	18	176	7.32736e-119	336.301	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#22943 - >WHL22.568281.0	superfamily	212291	30	444	0	567.434	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#22944 - >WHL22.638754.0	superfamily	209157	123	166	6.32863e-10	55.2994	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#22944 - >WHL22.638754.0	superfamily	209157	79	122	1.118e-06	46.0547	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#22944 - >WHL22.638754.0	superfamily	209157	21	78	0.000145271	39.8915	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#22944 - >WHL22.638754.0	superfamily	209104	299	325	0.000862268	37.4022	cl09941	EGF_CA superfamily	 - 	 - 
Q#22945 - >WHL22.256860.0	superfamily	207601	268	362	3.12802e-09	55.2784	cl02459	PAS superfamily	 - 	 - 
Q#22945 - >WHL22.256860.0	superfamily	207601	118	174	2.59244e-06	46.4188	cl02459	PAS superfamily	C	 - 
Q#22946 - >WHL22.81594.1	superfamily	207652	505	696	2.19732e-40	146.989	cl02571	RhoGEF superfamily	 - 	 - 
Q#22946 - >WHL22.81594.1	superfamily	206947	705	774	1.03978e-14	72.621	cl00273	PH-like superfamily	C	 - 
Q#22946 - >WHL22.81594.1	superfamily	212176	183	256	6.28412e-12	62.5283	cl00155	UBQ superfamily	 - 	 - 
Q#22946 - >WHL22.81594.1	superfamily	206846	258	345	5.40298e-09	54.0883	cl00117	PDZ superfamily	 - 	 - 
Q#22948 - >WHL22.658008.1	superfamily	209898	183	203	0.000122995	40.0794	cl14787	MORN superfamily	 - 	 - 
Q#22949 - >WHL22.376193.1	superfamily	206963	4	198	8.81258e-76	231.185	cl00292	AANH_like superfamily	 - 	 - 
Q#22950 - >WHL22.388867.0	superfamily	203681	2	90	1.46698e-34	132.389	cl06544	NAGidase superfamily	N	 - 
Q#22951 - >WHL22.476460.0	superfamily	210146	118	205	8.60735e-15	73.4273	cl15693	Sema superfamily	N	 - 
Q#22953 - >WHL22.476643.0	superfamily	209144	34	296	1.48981e-41	147.998	cl10460	Sulfatase superfamily	C	 - 
Q#22955 - >WHL22.114936.0	superfamily	207741	15	133	8.11353e-16	71.9146	cl02808	RT_like superfamily	N	 - 
Q#22957 - >WHL22.745506.0	superfamily	203561	37	288	6.07944e-54	180.652	cl15654	DUF1308 superfamily	C	 - 
Q#22959 - >WHL22.636100.1	superfamily	195146	22	118	1.38227e-60	199.503	cl05674	PET superfamily	 - 	 - 
Q#22959 - >WHL22.636100.1	superfamily	198684	126	184	1.88468e-36	131.225	cl02475	LIM superfamily	 - 	 - 
Q#22959 - >WHL22.636100.1	superfamily	198684	249	307	7.03645e-36	129.866	cl02475	LIM superfamily	 - 	 - 
Q#22959 - >WHL22.636100.1	superfamily	198684	189	244	7.80102e-35	126.773	cl02475	LIM superfamily	 - 	 - 
Q#22960 - >WHL22.128311.0	superfamily	206824	90	131	2.76205e-07	44.8294	cl00081	HLH superfamily	N	 - 
Q#22961 - >WHL22.46934.0	superfamily	207649	1	63	8.20389e-12	57.1544	cl02568	WSC superfamily	N	 - 
Q#22962 - >WHL22.120331.0	superfamily	200920	109	336	8.6446e-40	141.582	cl02802	7tm_3 superfamily	 - 	 - 
Q#22962 - >WHL22.120331.0	superfamily	191786	27	77	7.05294e-10	54.2624	cl08456	NCD3G superfamily	 - 	 - 
Q#22963 - >WHL22.733622.0	superfamily	212291	21	200	5.39234e-67	208.151	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#22964 - >WHL22.725274.0	superfamily	212389	237	336	8.77002e-13	64.3734	cl16911	AdoMet_MTases superfamily	 - 	 - 
Q#22965 - >WHL22.507962.3	superfamily	154977	60	167	1.47723e-44	153.696	cl02554	PWWP superfamily	 - 	 - 
Q#22965 - >WHL22.507962.3	superfamily	144998	445	509	9.51642e-24	96.1051	cl03286	MutS_I superfamily	C	 - 
Q#22966 - >WHL22.63363.0	superfamily	203310	65	285	1.24957e-37	135.554	cl05328	DUF829 superfamily	 - 	 - 
Q#22967 - >WHL22.749721.0	superfamily	207631	47	202	3.58858e-09	52.7767	cl02529	ANK superfamily	 - 	 - 
Q#22969 - >WHL22.4106.0	superfamily	212363	173	298	3.22282e-54	174.774	cl14603	C2 superfamily	 - 	 - 
Q#22969 - >WHL22.4106.0	superfamily	206874	11	154	2.09988e-29	110.366	cl00165	Calpain_III superfamily	 - 	 - 
Q#22970 - >WHL22.499160.0	superfamily	208690	710	1029	2.10563e-152	459.145	cl07396	CRM1_C superfamily	 - 	 - 
Q#22970 - >WHL22.499160.0	superfamily	203927	123	268	1.72205e-46	164.714	cl07129	Xpo1 superfamily	 - 	 - 
Q#22970 - >WHL22.499160.0	superfamily	208142	46	112	4.38411e-13	66.1129	cl04271	IBN_N superfamily	 - 	 - 
Q#22971 - >WHL22.52127.0	superfamily	209398	31	118	1.94159e-07	50.1938	cl11960	Ig superfamily	 - 	 - 
Q#22971 - >WHL22.52127.0	superfamily	206813	216	296	7.02774e-05	42.2147	cl00065	FN3 superfamily	 - 	 - 
Q#22972 - >WHL22.714704.0	superfamily	208545	448	584	1.82926e-21	91.4347	cl06793	PRKCSH superfamily	 - 	 - 
Q#22972 - >WHL22.714704.0	superfamily	206840	102	137	0.00516606	35.3017	cl00104	LDLa superfamily	 - 	 - 
Q#22974 - >WHL22.327329.0	superfamily	207547	1	145	6.12033e-42	143.542	cl02172	Per1 superfamily	N	 - 
Q#22975 - >WHL22.150325.0	superfamily	206955	15	138	3.47785e-08	49.8122	cl00281	metallo-dependent_hydrolases superfamily	C	 - 
Q#22976 - >WHL22.25291.0	superfamily	198523	1	239	6.06712e-146	416.247	cl00119	PI3Kc_like superfamily	 - 	 - 
Q#22976 - >WHL22.25291.0	superfamily	202180	312	342	2.94466e-12	60.5552	cl03505	FATC superfamily	 - 	 - 
Q#22977 - >WHL22.269455.2	superfamily	200974	132	220	2.02375e-07	48.3446	cl15766	Pyr_redox superfamily	 - 	 - 
Q#22978 - >WHL22.340702.2	superfamily	211431	13	211	4.33418e-68	215.102	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#22978 - >WHL22.340702.2	superfamily	206538	269	338	6.16132e-33	118.099	cl16833	Topo_C_assoc superfamily	 - 	 - 
Q#22979 - >WHL22.574015.0	superfamily	206944	223	481	1.08426e-97	296.286	cl00268	class_II_aaRS-like_core superfamily	 - 	 - 
Q#22980 - >WHL22.404000.0	superfamily	207367	12	163	2.80411e-63	194.134	cl01271	DUF1768 superfamily	 - 	 - 
Q#22981 - >WHL22.523616.0	superfamily	147559	54	169	3.77485e-05	40.259	cl05152	Tmemb_9 superfamily	 - 	 - 
Q#22982 - >WHL22.727413.0	superfamily	207329	5	154	1.60528e-10	55.7276	cl01150	Lipocalin superfamily	 - 	 - 
Q#22984 - >WHL22.380187.0	superfamily	205643	344	367	1.25692e-06	45.0751	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#22984 - >WHL22.380187.0	superfamily	205643	314	341	0.000188534	38.9119	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#22984 - >WHL22.380187.0	superfamily	210117	359	380	0.00795135	34.2449	cl15478	zf-C2H2 superfamily	 - 	 - 
Q#22985 - >WHL22.91720.2	superfamily	202632	219	390	1.27933e-46	162.034	cl04074	FAD_binding_7 superfamily	C	 - 
Q#22985 - >WHL22.91720.2	superfamily	201485	8	177	1.71945e-42	147.736	cl02999	DNA_photolyase superfamily	 - 	 - 
Q#22988 - >WHL22.113614.0	superfamily	209893	1	42	3.2333e-07	49.0106	cl14782	RNase_H superfamily	N	 - 
Q#22988 - >WHL22.113614.0	superfamily	207376	283	394	5.43462e-19	83.5103	cl01316	rve superfamily	 - 	 - 
Q#22989 - >WHL22.241627.2	superfamily	206915	22	165	4.58731e-32	114.393	cl00227	PEBP superfamily	 - 	 - 
Q#22991 - >WHL22.422963.0	superfamily	212302	68	236	3.51509e-57	182.813	cl09931	NADB_Rossmann superfamily	 - 	 - 
Q#22992 - >WHL22.217788.1	superfamily	208864	94	158	4.01593e-12	60.6816	cl08315	CAP_GLY superfamily	 - 	 - 
Q#22993 - >WHL22.373828.1	superfamily	191888	214	317	0.00203371	38.6589	cl06784	DUF1672 superfamily	N	 - 
Q#22994 - >WHL22.581903.0	superfamily	207076	244	523	7.11309e-16	76.4868	cl00490	EEP superfamily	 - 	 - 
Q#22995 - >WHL22.149196.2	superfamily	209864	2	261	2.44854e-30	116.558	cl14559	Sulfotransfer_3 superfamily	N	 - 
Q#22997 - >WHL22.244973.0	superfamily	212267	18	530	0	845.645	cl02777	chaperonin_like superfamily	 - 	 - 
Q#22998 - >WHL22.623598.1	superfamily	212171	345	516	2.63166e-08	52.3876	cl00076	HDc superfamily	 - 	 - 
Q#22998 - >WHL22.623598.1	superfamily	203961	215	260	2.44468e-07	48.0101	cl07209	PDEase_I_N superfamily	 - 	 - 
Q#22999 - >WHL22.540240.0	superfamily	207631	50	169	6.74834e-35	120.572	cl02529	ANK superfamily	 - 	 - 
Q#23004 - >WHL22.540364.0	superfamily	165425	87	157	0.0072939	35.0489	cl14282	PHA03154 superfamily	N	 - 
Q#23005 - >WHL22.313449.1	superfamily	207049	33	187	2.08866e-14	67.197	cl00446	Lactamase_B superfamily	C	 - 
Q#23006 - >WHL22.12194.0	superfamily	147119	172	363	1.45317e-87	265.973	cl04762	SMK-1 superfamily	 - 	 - 
Q#23009 - >WHL22.475690.0	superfamily	206978	79	253	3.51027e-66	206.664	cl00315	RPS2 superfamily	 - 	 - 
Q#23011 - >WHL22.434635.0	superfamily	206846	119	187	1.17833e-07	46.7594	cl00117	PDZ superfamily	 - 	 - 
Q#23012 - >WHL22.206984.4	superfamily	206825	265	323	8.11323e-16	71.7955	cl00082	HMG-box superfamily	 - 	 - 
Q#23012 - >WHL22.206984.4	superfamily	203965	34	121	9.49442e-29	107.611	cl12003	Rtt106 superfamily	 - 	 - 
Q#23013 - >WHL22.297412.1	superfamily	207641	3410	3510	1.59654e-52	183.14	cl02556	Bromodomain superfamily	 - 	 - 
Q#23013 - >WHL22.297412.1	superfamily	207694	244	301	2.01787e-18	83.4067	cl02674	DDT superfamily	 - 	 - 
Q#23013 - >WHL22.297412.1	superfamily	210079	3347	3393	1.38196e-10	60.3037	cl15348	RING superfamily	 - 	 - 
Q#23013 - >WHL22.297412.1	superfamily	210079	394	436	4.25455e-10	59.0412	cl15348	RING superfamily	 - 	 - 
Q#23013 - >WHL22.297412.1	superfamily	210079	3289	3332	4.02341e-07	50.2886	cl15348	RING superfamily	 - 	 - 
Q#23013 - >WHL22.297412.1	superfamily	148815	996	1083	0.0047515	40.1026	cl06454	DUF1510 superfamily	C	 - 
Q#23014 - >WHL22.660014.0	superfamily	212310	74	274	0.000169388	40.4153	cl11391	HAD_like superfamily	 - 	 - 
Q#23015 - >WHL22.697487.0	superfamily	206944	78	326	3.21839e-109	341.124	cl00268	class_II_aaRS-like_core superfamily	 - 	 - 
Q#23015 - >WHL22.697487.0	superfamily	208945	766	823	2.49839e-09	54.7774	cl08469	tRNA_SAD superfamily	 - 	 - 
Q#23015 - >WHL22.697487.0	superfamily	202185	960	1024	0.00453639	36.4355	cl03510	DHHA1 superfamily	 - 	 - 
Q#23016 - >WHL22.616784.0	superfamily	208449	20	199	4.27177e-95	277.566	cl06336	Commd superfamily	 - 	 - 
Q#23021 - >WHL22.454775.0	superfamily	162292	14	492	3.24233e-22	98.3372	cl11688	GPH_sucrose superfamily	 - 	 - 
Q#23022 - >WHL22.2464.0	superfamily	210177	3	115	5.42998e-15	67.3698	cl15777	GGCT_like superfamily	 - 	 - 
Q#23023 - >WHL22.704644.0	superfamily	206798	169	233	9.21382e-08	47.8428	cl00043	CCP superfamily	 - 	 - 
Q#23023 - >WHL22.704644.0	superfamily	207619	4	77	2.02496e-05	41.6907	cl02509	SRCR superfamily	N	 - 
Q#23024 - >WHL22.645489.0	superfamily	153010	298	415	3.57979e-19	84.7117	cl13951	DUF3754 superfamily	 - 	 - 
Q#23026 - >WHL22.476980.1	superfamily	212301	15	271	1.28878e-67	227.018	cl09925	PKc_like superfamily	 - 	 - 
Q#23026 - >WHL22.476980.1	superfamily	204821	807	1006	1.95958e-32	127.041	cl13493	DUF3543 superfamily	 - 	 - 
Q#23027 - >WHL22.224670.0	superfamily	207076	24	260	5.07655e-115	333.436	cl00490	EEP superfamily	 - 	 - 
Q#23028 - >WHL22.287207.0	superfamily	207741	124	300	3.76025e-79	247.814	cl02808	RT_like superfamily	 - 	 - 
Q#23028 - >WHL22.287207.0	superfamily	209893	409	472	2.80313e-19	83.6786	cl14782	RNase_H superfamily	C	 - 
Q#23029 - >WHL22.732391.0	superfamily	212291	67	230	1.10871e-18	84.679	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#23030 - >WHL22.586204.0	superfamily	204193	20	177	4.01283e-21	87.8043	cl08542	XLF superfamily	 - 	 - 
Q#23031 - >WHL22.23530.1	superfamily	201009	45	364	1.12475e-145	417.788	cl14706	wnt superfamily	 - 	 - 
Q#23032 - >WHL22.139582.0	superfamily	201810	128	205	1.92898e-43	141.941	cl03226	Skp1 superfamily	 - 	 - 
Q#23032 - >WHL22.139582.0	superfamily	207624	45	155	1.72229e-39	132.804	cl02518	BTB superfamily	 - 	 - 
Q#23033 - >WHL22.15187.2	superfamily	199137	54	199	1.50504e-71	225.329	cl15279	Peptidase_S28 superfamily	C	 - 
Q#23034 - >WHL22.667326.0	superfamily	209876	786	856	0.00258402	37.3893	cl14633	DD_superfamily superfamily	 - 	 - 
Q#23035 - >WHL22.617259.6	superfamily	207482	52	142	5.66938e-21	87.7401	cl01801	Bac_rhamnosid superfamily	C	 - 
Q#23036 - >WHL22.674475.0	superfamily	212343	66	496	7.86873e-57	197.638	cl12078	CypX superfamily	 - 	 - 
Q#23037 - >WHL22.320846.0	superfamily	201438	185	418	1.34934e-27	110.83	cl02965	Glyco_transf_29 superfamily	 - 	 - 
Q#23040 - >WHL22.744314.1	superfamily	206866	14	172	6.30696e-50	162.336	cl00154	UBCc superfamily	 - 	 - 
Q#23041 - >WHL22.718143.0	superfamily	212291	19	152	1.01495e-07	47.0033	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#23042 - >WHL22.319558.0	superfamily	212312	219	405	4.89305e-29	110.875	cl11399	HP superfamily	 - 	 - 
Q#23042 - >WHL22.319558.0	superfamily	212291	1	217	3.11213e-107	318.895	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#23044 - >WHL22.42081.0	superfamily	207631	64	198	1.56411e-25	100.156	cl02529	ANK superfamily	 - 	 - 
Q#23045 - >WHL22.222151.0	superfamily	211462	64	148	8.07811e-06	45.4294	cl12031	Esterase_lipase superfamily	NC	 - 
Q#23046 - >WHL22.131652.4	superfamily	212301	4	191	3.87791e-34	125.042	cl09925	PKc_like superfamily	 - 	 - 
Q#23046 - >WHL22.131652.4	superfamily	212301	97	295	1.32315e-07	50.8875	cl09925	PKc_like superfamily	N	 - 
Q#23047 - >WHL22.83268.1	superfamily	189864	142	249	5.83268e-50	161.252	cl03121	Ribosomal_L6e superfamily	 - 	 - 
Q#23047 - >WHL22.83268.1	superfamily	190777	5	36	0.000273345	37.3985	cl04303	Ribosomal_L6e_N superfamily	C	 - 
Q#23048 - >WHL22.738871.1	superfamily	206959	223	528	4.73878e-148	430.834	cl00286	Motor_domain superfamily	 - 	 - 
Q#23049 - >WHL22.311225.0	superfamily	209297	112	399	2.17977e-112	333.719	cl11393	Peptidase_M14_like superfamily	 - 	 - 
Q#23049 - >WHL22.311225.0	superfamily	190256	25	100	1.27316e-13	65.6831	cl03496	Propep_M14 superfamily	 - 	 - 
Q#23051 - >WHL22.71664.0	superfamily	212314	65	254	7.44431e-10	58.0941	cl11420	MFS superfamily	N	 - 
Q#23053 - >WHL22.155742.0	superfamily	207741	1	210	4.94136e-19	83.8558	cl02808	RT_like superfamily	 - 	 - 
Q#23053 - >WHL22.155742.0	superfamily	117570	216	244	0.000591543	37.4991	cl07566	DUF1891 superfamily	C	 - 
Q#23054 - >WHL22.731866.1	superfamily	207643	58	103	0.00400588	33.8965	cl02559	GPS superfamily	 - 	 - 
Q#23055 - >WHL22.327767.1	superfamily	190755	1	43	5.65914e-12	61.8543	cl04266	Nuf2 superfamily	N	 - 
Q#23056 - >WHL22.723609.1	superfamily	204886	141	235	2.15488e-15	71.8581	cl13730	Ipi1_N superfamily	 - 	 - 
Q#23056 - >WHL22.723609.1	superfamily	208184	102	176	0.00334233	38.8525	cl04407	Dopey_N superfamily	N	 - 
Q#23057 - >WHL22.640413.2	superfamily	212190	103	394	1.42037e-62	206.643	cl00321	AAT_I superfamily	 - 	 - 
Q#23058 - >WHL22.692671.1	superfamily	207660	17	79	1.61918e-17	73.7824	cl02586	RRM superfamily	 - 	 - 
Q#23060 - >WHL22.92310.4	superfamily	209427	67	218	1.1615e-39	140.08	cl12042	FA58C superfamily	 - 	 - 
Q#23060 - >WHL22.92310.4	superfamily	209427	268	419	1.67205e-38	136.998	cl12042	FA58C superfamily	 - 	 - 
Q#23060 - >WHL22.92310.4	superfamily	209104	23	58	1.39047e-09	53.7363	cl09941	EGF_CA superfamily	 - 	 - 
Q#23060 - >WHL22.92310.4	superfamily	209104	224	259	6.68216e-09	51.8103	cl09941	EGF_CA superfamily	 - 	 - 
Q#23061 - >WHL22.95763.0	superfamily	206866	1113	1202	1.0332e-21	94.1552	cl00154	UBCc superfamily	C	 - 
Q#23063 - >WHL22.231485.0	superfamily	212312	8	87	7.0706e-24	93.926	cl11399	HP superfamily	C	 - 
Q#23064 - >WHL22.313779.1	superfamily	206944	253	591	0	536.685	cl00268	class_II_aaRS-like_core superfamily	 - 	 - 
Q#23064 - >WHL22.313779.1	superfamily	209097	142	250	1.20037e-41	146.025	cl09930	RPA_2b-aaRSs_OBF_like superfamily	 - 	 - 
Q#23065 - >WHL22.339034.0	superfamily	210237	44	491	6.4032e-139	410.042	cl15837	alkPPc superfamily	 - 	 - 
Q#23066 - >WHL22.532435.3	superfamily	206827	132	187	5.21174e-19	80.0018	cl00084	homeodomain superfamily	 - 	 - 
Q#23066 - >WHL22.532435.3	superfamily	146262	252	331	0.000621243	37.4853	cl04137	TF_Otx superfamily	 - 	 - 
Q#23067 - >WHL22.275426.0	superfamily	209104	144	181	3.21988e-07	46.4175	cl09941	EGF_CA superfamily	 - 	 - 
Q#23067 - >WHL22.275426.0	superfamily	209104	259	296	7.44187e-07	45.2619	cl09941	EGF_CA superfamily	 - 	 - 
Q#23067 - >WHL22.275426.0	superfamily	209104	29	66	3.38184e-06	43.3911	cl09941	EGF_CA superfamily	 - 	 - 
Q#23067 - >WHL22.275426.0	superfamily	209104	221	257	0.000120195	39.1539	cl09941	EGF_CA superfamily	 - 	 - 
Q#23067 - >WHL22.275426.0	superfamily	209104	106	142	0.00013303	38.7687	cl09941	EGF_CA superfamily	 - 	 - 
Q#23067 - >WHL22.275426.0	superfamily	209104	68	104	0.000710666	36.8427	cl09941	EGF_CA superfamily	 - 	 - 
Q#23067 - >WHL22.275426.0	superfamily	209104	183	219	0.000871836	36.4023	cl09941	EGF_CA superfamily	 - 	 - 
Q#23068 - >WHL22.408787.0	superfamily	212291	1093	1258	2.78514e-35	133.615	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#23068 - >WHL22.408787.0	superfamily	207631	77	229	1.83424e-19	86.6743	cl02529	ANK superfamily	 - 	 - 
Q#23068 - >WHL22.408787.0	superfamily	207631	203	367	5.25181e-14	70.8811	cl02529	ANK superfamily	 - 	 - 
Q#23069 - >WHL22.739590.1	superfamily	212301	83	264	2.24162e-35	129.279	cl09925	PKc_like superfamily	 - 	 - 
Q#23070 - >WHL22.40831.0	superfamily	206090	96	215	1.7242e-46	162.15	cl16477	Asx-hm superfamily	 - 	 - 
Q#23070 - >WHL22.40831.0	superfamily	206093	762	799	5.64482e-20	85.6272	cl16478	PHD_3 superfamily	N	 - 
Q#23071 - >WHL22.52290.0	superfamily	210084	304	457	8.17373e-29	115.643	cl15357	ArsB_NhaD_permease superfamily	N	 - 
Q#23071 - >WHL22.52290.0	superfamily	210084	116	182	4.02049e-08	53.6262	cl15357	ArsB_NhaD_permease superfamily	NC	 - 
Q#23071 - >WHL22.52290.0	superfamily	210084	1	38	1.92084e-06	48.6186	cl15357	ArsB_NhaD_permease superfamily	NC	 - 
Q#23072 - >WHL22.703471.2	superfamily	206813	354	437	4.75653e-11	61.1104	cl00065	FN3 superfamily	 - 	 - 
Q#23072 - >WHL22.703471.2	superfamily	206813	444	527	5.90555e-11	61.1104	cl00065	FN3 superfamily	 - 	 - 
Q#23072 - >WHL22.703471.2	superfamily	206813	268	349	3.03393e-05	43.7764	cl00065	FN3 superfamily	 - 	 - 
Q#23072 - >WHL22.703471.2	superfamily	207616	145	248	0.000283946	40.7275	cl02500	ARM superfamily	 - 	 - 
